1.136868377216160297e-13,0.000000000000000000e+00,-2.842170943040400743e-14
5.684341886080801487e-14,0.000000000000000000e+00,8.526512829121202230e-14
8.526512829121202230e-14,2.842170943040400743e-14,1.456612608308205381e-13
-1.136868377216160297e-13,-1.136868377216160297e-13,-7.815970093361102045e-14
0.000000000000000000e+00,-1.421085471520200372e-14,-2.486899575160350651e-14
-1.136868377216160297e-13,0.000000000000000000e+00,-1.882938249764265493e-13
0.000000000000000000e+00,0.000000000000000000e+00,7.105427357601001859e-14
-2.273736754432320595e-13,-2.842170943040400743e-14,0.000000000000000000e+00
5.684341886080801487e-14,-5.684341886080801487e-14,1.563194018672220409e-13
-3.410605131648480892e-13,1.136868377216160297e-13,-1.918465386552270502e-13
3.410605131648480892e-13,-2.273736754432320595e-13,-5.684341886080801487e-14
0.000000000000000000e+00,1.705302565824240446e-13,1.136868377216160297e-13
-5.684341886080801487e-14,0.000000000000000000e+00,4.263256414560601115e-14
1.136868377216160297e-13,0.000000000000000000e+00,5.684341886080801487e-14
2.273736754432320595e-13,-5.684341886080801487e-14,1.136868377216160297e-13
8.526512829121202230e-14,-5.684341886080801487e-14,7.105427357601001859e-15
-2.842170943040400743e-14,1.989519660128280520e-13,4.263256414560601115e-14
5.684341886080801487e-14,2.842170943040400743e-14,3.552713678800500929e-14
0.000000000000000000e+00,3.126388037344440818e-13,-7.815970093361102045e-14
0.000000000000000000e+00,1.421085471520200372e-14,3.907985046680551022e-14
5.684341886080801487e-14,3.410605131648480892e-13,-2.842170943040400743e-14
1.705302565824240446e-13,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-2.309263891220325604e-14
0.000000000000000000e+00,0.000000000000000000e+00,-4.973799150320701301e-14
0.000000000000000000e+00,-5.684341886080801487e-14,-1.421085471520200372e-14
1.492139745096210390e-13,-7.105427357601001859e-15,0.000000000000000000e+00
-2.842170943040400743e-13,2.842170943040400743e-13,0.000000000000000000e+00
0.000000000000000000e+00,-1.136868377216160297e-13,8.526512829121202230e-14
-1.136868377216160297e-13,-1.136868377216160297e-13,-1.421085471520200372e-14
-5.684341886080801487e-14,-2.842170943040400743e-14,-1.953992523340275511e-14
-5.684341886080801487e-14,0.000000000000000000e+00,-8.526512829121202230e-14
5.684341886080801487e-14,-5.684341886080801487e-14,-2.842170943040400743e-14
-1.136868377216160297e-13,-8.526512829121202230e-14,-2.842170943040400743e-14
-5.684341886080801487e-14,0.000000000000000000e+00,0.000000000000000000e+00
-1.136868377216160297e-13,1.705302565824240446e-13,9.947598300641402602e-14
0.000000000000000000e+00,1.136868377216160297e-13,5.684341886080801487e-14
3.410605131648480892e-13,-1.136868377216160297e-13,-7.815970093361102045e-14
2.910117233053323105e+01,-2.285382515232893752e+01,-2.248235666722207782e+01
1.045554066508897364e+02,-4.983300271478478294e+01,-5.183542292954371078e+01
4.155007239951837050e+01,3.565934230917847003e+01,-4.041821403779706401e+01
6.571446290858550299e+01,-6.926657712343939011e+00,5.817030733928405084e+00
6.081896170871637253e+01,7.651802453443799834e+00,1.933967610625362710e+01
4.593343312175123572e+01,8.212139271812816332e+00,2.886382941231511268e+01
3.814773230868733833e+01,-6.027385500620418668e+00,3.079302866006787553e+01
4.838424044633867993e+01,-2.117043737641238721e+01,2.519449398385241068e+01
6.734136934951483511e+01,-2.216768647373593737e+01,1.154601828474846670e+01
7.247213682160226256e+01,-1.031599837475298997e+01,-8.239585132949137858e+00
6.035627143871560918e+01,5.132394475145389379e+00,-2.088290907358108228e+01
4.562474051514678308e+01,-2.360685204601971066e+00,-3.269558934007318385e+01
